1,0000	2,2036
1,0100	0,7505
1,0200	-0,1014
1,0300	-0,0327
1,0400	0,0525
1,0500	0,0639
1,0600	0,0169
1,0700	0,0436
1,0800	0,0588
1,0900	0,0448
1,1000	0,0334
1,1100	0,0398
1,1200	0,0410
1,1300	0,0347
1,1400	0,0245
1,1500	0,0398
1,1600	0,0372
1,1700	0,0334
1,1800	0,0270
1,1900	0,0347
1,2000	0,0309
1,2100	0,0334
1,2200	0,0410
1,2300	0,0296
1,2400	0,0359
1,2500	0,0270
1,2600	0,0334
1,2700	0,0207
1,2800	0,0309
1,2900	0,0372
1,3000	0,0296
1,3100	0,0703
1,3200	0,3678
1,3300	0,4148
1,3400	0,3309
1,3500	0,3627
1,3600	0,4237
1,3700	0,3729
1,3800	0,4275
1,3900	0,4695
1,4000	0,3665
1,4100	0,4758
1,4200	0,5089
1,4300	0,4746
1,4400	0,4885
1,4500	0,5648
1,4600	0,4949
1,4700	0,5623
1,4800	0,6106
1,4900	0,6894
1,5000	0,6856
1,5100	0,6233
1,5200	0,7530
1,5300	0,7568
1,5400	0,8064
1,5500	0,8903
1,5600	0,9768
1,5700	0,8839
1,5800	0,8890
1,5900	1,0899
1,6000	1,0975
1,6100	1,1827
1,6200	1,3798
1,6300	1,3493
1,6400	1,5705
1,6500	1,4777
1,6600	1,6328
1,6700	1,8743
1,6800	2,0409
1,6900	2,2341
1,7000	2,5698
1,7100	2,8126
1,7200	2,9169
1,7300	3,1775
1,7400	3,8056
1,7500	4,7731
1,7600	5,6503
1,7700	5,4482
1,7800	6,1881
1,7900	6,4589
1,8000	7,1150
1,8100	8,7601
1,8200	9,8103
1,8300	10,6036
1,8400	10,6036
1,8500	10,6036
1,8600	10,6036
1,8700	10,6036
1,8800	10,6036
1,8900	10,6036
1,9000	10,6036
1,9100	10,6036
1,9200	10,6036
1,9300	10,6036
1,9400	10,6036
1,9500	10,6036
1,9600	10,6036
1,9700	10,6036
1,9800	10,6036
1,9900	10,6036
2,0000	8,0710
2,0100	4,5773
2,0200	4,9028
2,0300	2,6092
2,0400	1,2387
2,0500	1,2031
2,0600	1,2615
2,0700	0,5356
2,0800	0,3500
2,0900	0,2915
2,1000	0,0690
2,1100	0,1097
2,1200	0,0931
2,1300	0,0728
2,1400	0,0436
2,1500	0,0499
2,1600	0,0181
2,1700	0,0512
2,1800	0,0309
2,1900	0,0194
2,2000	0,0359
2,2100	0,0181
2,2200	0,0410
2,2300	0,0296
2,2400	0,0283
2,2500	0,0309
2,2600	0,0258
2,2700	0,0181
2,2800	0,0309
2,2900	0,0283
2,3000	0,0207
2,3100	0,0283
2,3200	0,0245
2,3300	0,0131
2,3400	0,0169
2,3500	0,0143
2,3600	0,0245
2,3700	0,0232
2,3800	0,0296
2,3900	0,0258
2,4000	0,0143
2,4100	0,0258
2,4200	0,0181
2,4300	0,0245
2,4400	0,0220
2,4500	0,0181
2,4600	0,0169
2,4700	0,0283
2,4800	0,0067
2,4900	0,0245
2,5000	0,0169
2,5100	0,0220
2,5200	0,0156
2,5300	0,0296
2,5400	0,0169
2,5500	0,0092
2,5600	0,0232
2,5700	0,0181
2,5800	0,0181
2,5900	0,0296
2,6000	0,0169
2,6100	0,0143
2,6200	0,0296
2,6300	0,0092
2,6400	0,0270
2,6500	0,0181
2,6600	0,0169
2,6700	0,0232
2,6800	0,0207
2,6900	0,0194
2,7000	0,0232
2,7100	0,0143
2,7200	0,0169
2,7300	0,0207
2,7400	0,0207
2,7500	0,0092
2,7600	0,0207
2,7700	0,0232
2,7800	0,0194
2,7900	0,0169
2,8000	0,0207
2,8100	0,0245
2,8200	0,0118
2,8300	0,0270
2,8400	0,0258
2,8500	0,0181
2,8600	0,0207
2,8700	0,0207
2,8800	0,0245
2,8900	0,0245
2,9000	0,0169
2,9100	0,0143
2,9200	0,0270
2,9300	0,0181
2,9400	0,0143
2,9500	0,0207
2,9600	0,0169
2,9700	0,0156
2,9800	0,0118
2,9900	0,0207
3,0000	0,0118
3,0100	0,0181
3,0200	0,0105
3,0300	0,0143
3,0400	0,0207
3,0500	0,0156
3,0600	0,0143
3,0700	0,0131
3,0800	0,0143
3,0900	0,0245
3,1000	0,0105
3,1100	0,0092
3,1200	0,0156
3,1300	0,0143
3,1400	0,0118
3,1500	0,0194
3,1600	0,0283
3,1700	0,0181
3,1800	0,0143
3,1900	0,0156
3,2000	0,0143
3,2100	0,0118
3,2200	0,0156
3,2300	0,0156
3,2400	0,0092
3,2500	0,0207
3,2600	0,0181
3,2700	0,0105
3,2800	0,0118
3,2900	0,0143
3,3000	0,0169
