19,4	54,0	65,0	103,0	115,0	142,0	146,0	174,0	226,0	256,0	327,0	346,0
19,5	59,0	69,0	88,0	108,0	133,0	170,0	169,0	200,0	246,0	290,0	313,0
19,6	59,0	68,0	91,0	116,0	124,0	164,0	172,0	208,0	253,0	288,0	324,0
19,7	49,0	67,0	85,0	115,0	133,0	149,0	180,0	193,0	230,0	251,0	316,0
19,8	55,0	69,0	69,0	103,0	129,0	144,0	178,0	187,0	229,0	280,0	310,0
19,9	57,0	57,0	73,0	102,0	126,0	149,0	168,0	199,0	237,0	265,0	303,0
20,0	59,0	63,0	87,0	100,0	114,0	161,0	190,0	202,0	239,0	271,0	306,0
20,1	59,0	66,0	87,0	99,0	112,0	136,0	153,0	198,0	253,0	274,0	300,0
20,2	49,0	64,0	97,0	105,0	127,0	137,0	191,0	192,0	232,0	256,0	320,0
20,3	44,0	68,0	86,0	101,0	126,0	139,0	160,0	213,0	231,0	264,0	289,0
20,4	51,0	86,0	93,0	99,0	132,0	136,0	162,0	204,0	254,0	246,0	306,0
20,5	47,0	67,0	80,0	105,0	138,0	165,0	149,0	210,0	230,0	273,0	304,0
20,6	55,0	80,0	110,0	101,0	140,0	169,0	208,0	242,0	273,0	317,0	348,0
20,7	91,0	116,0	142,0	172,0	208,0	269,0	310,0	337,0	391,0	433,0	523,0
20,8	187,0	289,0	348,0	460,0	544,0	600,0	749,0	822,0	922,0	1016,0	1128,0
20,9	378,0	574,0	774,0	1008,0	1264,0	1514,0	1757,0	1974,0	2241,0	2455,0	2772,0
21,0	398,0	608,0	864,0	1085,0	1378,0	1652,0	1986,0	2231,0	2528,0	2852,0	3072,0
