3,0	4,0	7,0	38,0	145,0	454,0	1151,0	2368,0	4105,0	6299,0	8378,0	9441,0
3,1	4,0	13,0	25,0	122,0	432,0	1079,0	2202,0	3899,0	5928,0	7965,0	9351,0
3,2	7,0	8,0	24,0	89,0	272,0	719,0	1561,0	2734,0	4460,0	6292,0	8160,0
3,3	6,0	10,0	16,0	52,0	177,0	484,0	989,0	1871,0	3048,0	4578,0	6064,0
3,4	3,0	5,0	9,0	26,0	99,0	281,0	572,0	1108,0	1832,0	2733,0	3967,0
3,5	2,0	7,0	7,0	22,0	55,0	131,0	276,0	552,0	967,0	1534,0	2188,0
3,6	5,0	6,0	7,0	13,0	23,0	65,0	144,0	256,0	434,0	705,0	1026,0
3,7	2,0	3,0	7,0	9,0	20,0	41,0	85,0	142,0	264,0	345,0	570,0
3,8	4,0	4,0	5,0	8,0	20,0	42,0	62,0	135,0	206,0	313,0	437,0
3,9	2,0	3,0	6,0	11,0	16,0	37,0	68,0	123,0	181,0	288,0	436,0
4,0	3,0	3,0	3,0	10,0	13,0	42,0	52,0	118,0	190,0	264,0	429,0
4,1	2,0	5,0	6,0	11,0	21,0	40,0	58,0	110,0	164,0	257,0	390,0
4,2	2,0	2,0	6,0	10,0	19,0	25,0	61,0	96,0	167,0	236,0	345,0
4,3	3,0	3,0	5,0	8,0	15,0	28,0	55,0	85,0	154,0	233,0	330,0
4,4	2,0	3,0	6,0	10,0	12,0	29,0	45,0	107,0	143,0	201,0	309,0
4,5	2,0	5,0	7,0	8,0	14,0	25,0	59,0	75,0	120,0	207,0	282,0
4,6	3,0	5,0	6,0	8,0	11,0	17,0	44,0	77,0	134,0	194,0	307,0
4,7	2,0	3,0	7,0	10,0	15,0	23,0	52,0	93,0	133,0	191,0	253,0
4,8	3,0	5,0	6,0	8,0	18,0	28,0	49,0	78,0	127,0	190,0	272,0
4,9	1,0	4,0	8,0	10,0	8,0	26,0	41,0	83,0	127,0	184,0	258,0
5,0	2,0	6,0	2,0	4,0	12,0	27,0	49,0	76,0	120,0	169,0	257,0
5,1	1,0	3,0	8,0	5,0	16,0	28,0	45,0	77,0	119,0	175,0	229,0
5,2	1,0	2,0	6,0	12,0	19,0	23,0	46,0	71,0	109,0	155,0	219,0
5,3	3,0	2,0	4,0	6,0	14,0	18,0	43,0	70,0	107,0	182,0	227,0
5,4	3,0	1,0	5,0	8,0	12,0	25,0	44,0	61,0	90,0	155,0	228,0
5,5	1,0	4,0	6,0	9,0	13,0	18,0	35,0	66,0	101,0	138,0	230,0
5,6	1,0	4,0	6,0	9,0	10,0	21,0	36,0	66,0	76,0	146,0	218,0
5,7	0,0	1,0	5,0	10,0	10,0	21,0	37,0	67,0	88,0	129,0	201,0
5,8	3,0	2,0	5,0	8,0	9,0	24,0	44,0	46,0	87,0	144,0	236,0
5,9	2,0	4,0	7,0	7,0	10,0	24,0	36,0	52,0	81,0	145,0	247,0
6,0	2,0	3,0	5,0	7,0	9,0	22,0	28,0	53,0	94,0	154,0	251,0
6,1	3,0	5,0	5,0	9,0	14,0	25,0	41,0	53,0	81,0	168,0	272,0
6,2	4,0	2,0	8,0	6,0	16,0	23,0	26,0	51,0	94,0	184,0	331,0
6,3	1,0	2,0	5,0	7,0	12,0	16,0	34,0	54,0	98,0	233,0	347,0
6,4	1,0	4,0	6,0	9,0	10,0	17,0	37,0	61,0	129,0	255,0	387,0
6,5	4,0	2,0	6,0	9,0	17,0	24,0	33,0	52,0	162,0	269,0	373,0
6,6	2,0	2,0	7,0	7,0	15,0	22,0	24,0	63,0	187,0	300,0	433,0
6,7	2,0	3,0	5,0	6,0	13,0	17,0	30,0	87,0	186,0	332,0	449,0
6,8	3,0	6,0	6,0	7,0	17,0	24,0	34,0	120,0	221,0	345,0	462,0
6,9	2,0	5,0	6,0	8,0	16,0	30,0	39,0	113,0	246,0	351,0	486,0
7,0	2,0	6,0	5,0	7,0	16,0	22,0	48,0	172,0	277,0	405,0	507,0
7,1	2,0	1,0	5,0	10,0	15,0	19,0	61,0	177,0	290,0	398,0	520,0
7,2	2,0	3,0	6,0	9,0	15,0	26,0	82,0	188,0	300,0	401,0	537,0
7,3	4,0	3,0	9,0	9,0	17,0	0,0	102,0	219,0	307,0	453,0	532,0
7,4	3,0	5,0	8,0	9,0	23,0	26,0	113,0	213,0	332,0	419,0	521,0
7,5	2,0	5,0	5,0	10,0	12,0	26,0	113,0	214,0	324,0	422,0	541,0
7,6	2,0	2,0	6,0	12,0	11,0	42,0	139,0	227,0	318,0	406,0	500,0
7,7	2,0	6,0	3,0	6,0	12,0	48,0	160,0	230,0	338,0	418,0	531,0
7,8	2,0	2,0	9,0	11,0	16,0	64,0	137,0	237,0	328,0	389,0	476,0
7,9	1,0	5,0	9,0	9,0	15,0	76,0	161,0	238,0	304,0	378,0	490,0
8,0	1,0	3,0	7,0	7,0	21,0	69,0	153,0	225,0	338,0	400,0	470,0
8,1	3,0	3,0	7,0	10,0	17,0	78,0	149,0	250,0	302,0	396,0	463,0
8,2	3,0	5,0	4,0	9,0	27,0	92,0	172,0	226,0	294,0	391,0	469,0
8,3	3,0	2,0	7,0	15,0	29,0	84,0	159,0	232,0	330,0	372,0	442,0
8,4	1,0	5,0	6,0	14,0	33,0	88,0	164,0	234,0	292,0	373,0	467,0
8,5	5,0	3,0	6,0	13,0	41,0	125,0	167,0	223,0	307,0	355,0	437,0
8,6	5,0	3,0	5,0	10,0	45,0	99,0	165,0	233,0	293,0	378,0	468,0
8,7	5,0	7,0	5,0	13,0	60,0	108,0	189,0	233,0	306,0	359,0	456,0
8,8	4,0	3,0	8,0	8,0	59,0	142,0	195,0	236,0	306,0	344,0	433,0
8,9	2,0	6,0	8,0	23,0	57,0	122,0	175,0	245,0	311,0	378,0	438,0
9,0	4,0	6,0	9,0	18,0	65,0	136,0	205,0	242,0	299,0	364,0	442,0
9,1	4,0	6,0	6,0	18,0	80,0	155,0	208,0	219,0	300,0	364,0	429,0
9,2	3,0	7,0	10,0	30,0	100,0	133,0	204,0	233,0	316,0	346,0	466,0
9,3	1,0	8,0	8,0	32,0	76,0	135,0	212,0	238,0	294,0	365,0	407,0
9,4	1,0	4,0	7,0	33,0	88,0	129,0	198,0	242,0	323,0	382,0	443,0
9,5	2,0	4,0	12,0	47,0	78,0	135,0	198,0	237,0	290,0	365,0	474,0
9,6	1,0	4,0	8,0	44,0	101,0	139,0	203,0	253,0	311,0	349,0	411,0
9,7	1,0	8,0	10,0	64,0	83,0	142,0	175,0	231,0	311,0	376,0	398,0
9,8	5,0	2,0	10,0	50,0	100,0	141,0	208,0	245,0	278,0	352,0	429,0
9,9	3,0	4,0	8,0	56,0	104,0	163,0	191,0	231,0	279,0	349,0	412,0
10,0	6,0	6,0	12,0	62,0	97,0	150,0	195,0	218,0	287,0	332,0	428,0
10,1	5,0	4,0	20,0	78,0	122,0	160,0	202,0	232,0	283,0	343,0	395,0
10,2	3,0	6,0	22,0	61,0	110,0	153,0	174,0	238,0	294,0	342,0	380,0
10,3	4,0	5,0	28,0	73,0	120,0	148,0	185,0	244,0	285,0	351,0	0,0
10,4	2,0	9,0	30,0	76,0	107,0	162,0	194,0	272,0	297,0	333,0	398,0
10,5	3,0	6,0	36,0	80,0	115,0	162,0	208,0	244,0	287,0	321,0	414,0
10,6	2,0	6,0	29,0	83,0	114,0	162,0	188,0	240,0	291,0	349,0	394,0
10,7	2,0	7,0	35,0	75,0	120,0	149,0	204,0	253,0	300,0	352,0	426,0
10,8	2,0	8,0	46,0	98,0	111,0	167,0	197,0	237,0	280,0	339,0	407,0
10,9	1,0	6,0	39,0	79,0	127,0	164,0	200,0	254,0	290,0	348,0	414,0
11,0	3,0	11,0	43,0	89,0	117,0	162,0	201,0	244,0	291,0	367,0	422,0
11,1	4,0	7,0	54,0	80,0	128,0	159,0	231,0	243,0	288,0	314,0	424,0
11,2	1,0	6,0	68,0	85,0	128,0	154,0	193,0	263,0	285,0	344,0	439,0
11,3	2,0	13,0	58,0	95,0	130,0	157,0	206,0	229,0	281,0	349,0	407,0
11,4	2,0	13,0	59,0	94,0	137,0	177,0	200,0	255,0	306,0	376,0	386,0
11,5	2,0	19,0	69,0	93,0	122,0	167,0	205,0	254,0	295,0	371,0	431,0
11,6	1,0	24,0	59,0	100,0	138,0	161,0	195,0	244,0	306,0	355,0	470,0
11,7	2,0	21,0	77,0	92,0	137,0	177,0	211,0	241,0	301,0	367,0	408,0
11,8	2,0	36,0	69,0	91,0	125,0	166,0	204,0	239,0	295,0	366,0	434,0
11,9	1,0	0,0	62,0	98,0	139,0	166,0	201,0	241,0	310,0	394,0	431,0
12,0	4,0	40,0	64,0	102,0	129,0	151,0	192,0	258,0	308,0	377,0	448,0
12,1	4,0	46,0	73,0	108,0	129,0	182,0	190,0	247,0	296,0	389,0	452,0
12,2	0,0	39,0	64,0	116,0	153,0	176,0	206,0	273,0	328,0	369,0	424,0
12,3	1,0	51,0	79,0	106,0	156,0	171,0	203,0	267,0	304,0	370,0	447,0
12,4	5,0	46,0	84,0	114,0	139,0	185,0	216,0	265,0	310,0	381,0	463,0
12,5	4,0	54,0	85,0	122,0	141,0	186,0	205,0	274,0	320,0	380,0	435,0
12,6	6,0	44,0	86,0	126,0	130,0	188,0	222,0	270,0	315,0	377,0	447,0
12,7	9,0	55,0	79,0	118,0	165,0	202,0	207,0	267,0	318,0	370,0	481,0
12,8	15,0	45,0	92,0	114,0	162,0	182,0	201,0	270,0	339,0	395,0	447,0
12,9	15,0	57,0	90,0	106,0	154,0	193,0	217,0	266,0	340,0	382,0	443,0
13,0	18,0	51,0	90,0	121,0	152,0	195,0	224,0	276,0	322,0	371,0	472,0
13,1	21,0	63,0	88,0	115,0	170,0	190,0	230,0	269,0	329,0	392,0	444,0
13,2	27,0	57,0	90,0	156,0	142,0	203,0	234,0	271,0	354,0	386,0	465,0
13,3	23,0	65,0	88,0	128,0	179,0	203,0	232,0	282,0	343,0	384,0	460,0
13,4	25,0	60,0	95,0	133,0	170,0	213,0	222,0	256,0	356,0	399,0	461,0
13,5	33,0	66,0	101,0	138,0	150,0	187,0	231,0	294,0	328,0	384,0	435,0
13,6	27,0	71,0	110,0	131,0	166,0	188,0	231,0	290,0	376,0	392,0	460,0
13,7	32,0	70,0	113,0	139,0	164,0	196,0	243,0	293,0	338,0	387,0	467,0
13,8	34,0	62,0	104,0	142,0	160,0	195,0	202,0	292,0	325,0	391,0	446,0
13,9	32,0	65,0	97,0	122,0	160,0	187,0	217,0	291,0	340,0	377,0	435,0
14,0	29,0	59,0	102,0	137,0	157,0	185,0	220,0	268,0	327,0	376,0	445,0
14,1	33,0	59,0	92,0	105,0	137,0	157,0	226,0	244,0	288,0	383,0	404,0
14,2	40,0	61,0	96,0	118,0	139,0	151,0	202,0	257,0	302,0	339,0	414,0
14,3	32,0	65,0	70,0	109,0	145,0	166,0	191,0	232,0	304,0	355,0	384,0
14,4	36,0	64,0	87,0	103,0	146,0	161,0	187,0	258,0	292,0	364,0	397,0
14,5	35,0	57,0	96,0	112,0	155,0	170,0	211,0	246,0	296,0	349,0	381,0
14,6	38,0	68,0	89,0	129,0	129,0	168,0	199,0	249,0	292,0	354,0	375,0
14,7	43,0	65,0	91,0	126,0	141,0	159,0	199,0	268,0	308,0	346,0	388,0
14,8	40,0	61,0	103,0	114,0	159,0	152,0	213,0	246,0	296,0	344,0	384,0
14,9	41,0	74,0	95,0	107,0	144,0	177,0	216,0	257,0	306,0	331,0	400,0
15,0	39,0	74,0	95,0	110,0	130,0	186,0	209,0	247,0	295,0	316,0	411,0
15,1	42,0	65,0	80,0	119,0	135,0	179,0	202,0	242,0	311,0	365,0	387,0
15,2	55,0	69,0	96,0	117,0	151,0	165,0	206,0	245,0	298,0	335,0	398,0
15,3	47,0	61,0	94,0	108,0	127,0	167,0	210,0	241,0	293,0	342,0	404,0
15,4	43,0	61,0	96,0	112,0	163,0	165,0	218,0	259,0	283,0	356,0	419,0
15,5	43,0	78,0	87,0	128,0	165,0	183,0	200,0	250,0	291,0	323,0	393,0
15,6	46,0	67,0	95,0	124,0	132,0	169,0	207,0	252,0	281,0	338,0	393,0
15,7	56,0	75,0	92,0	122,0	153,0	174,0	226,0	252,0	280,0	317,0	382,0
15,8	49,0	62,0	100,0	116,0	138,0	190,0	197,0	252,0	280,0	342,0	396,0
15,9	56,0	70,0	98,0	113,0	133,0	180,0	218,0	245,0	272,0	325,0	400,0
16,0	51,0	72,0	95,0	124,0	153,0	163,0	206,0	266,0	295,0	334,0	406,0
16,1	49,0	81,0	102,0	123,0	151,0	169,0	202,0	246,0	275,0	352,0	391,0
16,2	52,0	75,0	94,0	101,0	143,0	180,0	221,0	265,0	302,0	318,0	407,0
16,3	52,0	78,0	100,0	116,0	148,0	174,0	221,0	251,0	296,0	351,0	377,0
16,4	55,0	75,0	92,0	125,0	147,0	189,0	212,0	247,0	297,0	336,0	363,0
16,5	49,0	81,0	99,0	114,0	165,0	187,0	202,0	257,0	300,0	351,0	361,0
16,6	56,0	75,0	95,0	121,0	151,0	173,0	212,0	249,0	289,0	352,0	379,0
16,7	53,0	73,0	109,0	115,0	152,0	178,0	208,0	242,0	295,0	333,0	383,0
16,8	60,0	85,0	100,0	120,0	141,0	191,0	195,0	264,0	275,0	317,0	386,0
16,9	54,0	78,0	90,0	122,0	141,0	177,0	199,0	240,0	281,0	322,0	380,0
17,0	59,0	85,0	83,0	126,0	142,0	167,0	217,0	245,0	291,0	315,0	378,0
17,1	56,0	68,0	108,0	113,0	137,0	186,0	196,0	240,0	260,0	329,0	388,0
17,2	60,0	74,0	100,0	123,0	146,0	183,0	204,0	236,0	275,0	330,0	359,0
17,3	56,0	80,0	99,0	106,0	152,0	167,0	205,0	255,0	282,0	309,0	382,0
17,4	51,0	95,0	106,0	110,0	142,0	172,0	215,0	233,0	266,0	308,0	356,0
17,5	59,0	85,0	93,0	112,0	129,0	180,0	212,0	238,0	259,0	339,0	348,0
17,6	54,0	72,0	93,0	106,0	157,0	171,0	193,0	231,0	245,0	294,0	357,0
17,7	53,0	68,0	91,0	130,0	136,0	167,0	195,0	238,0	301,0	303,0	370,0
17,8	62,0	75,0	90,0	105,0	138,0	161,0	192,0	245,0	299,0	315,0	369,0
17,9	56,0	67,0	100,0	123,0	138,0	172,0	206,0	220,0	247,0	318,0	348,0
18,0	56,0	83,0	88,0	116,0	136,0	170,0	184,0	224,0	272,0	301,0	354,0
18,1	55,0	76,0	102,0	101,0	150,0	162,0	180,0	227,0	272,0	291,0	340,0
18,2	54,0	65,0	93,0	121,0	133,0	153,0	196,0	221,0	253,0	312,0	337,0
18,3	49,0	75,0	107,0	120,0	154,0	170,0	198,0	226,0	273,0	283,0	343,0
18,4	63,0	76,0	81,0	118,0	152,0	156,0	215,0	218,0	261,0	286,0	0,0
18,5	53,0	67,0	95,0	116,0	134,0	175,0	177,0	209,0	259,0	303,0	322,0
18,6	65,0	71,0	89,0	112,0	141,0	177,0	192,0	219,0	260,0	283,0	354,0
18,7	59,0	72,0	89,0	122,0	143,0	174,0	202,0	229,0	258,0	306,0	335,0
18,8	52,0	73,0	87,0	123,0	128,0	170,0	189,0	198,0	268,0	267,0	346,0
18,9	52,0	71,0	97,0	107,0	122,0	159,0	181,0	230,0	266,0	281,0	309,0
19,0	59,0	71,0	99,0	112,0	146,0	148,0	181,0	215,0	236,0	288,0	350,0
19,1	45,0	71,0	89,0	107,0	124,0	164,0	193,0	222,0	233,0	295,0	340,0
19,2	63,0	75,0	101,0	106,0	145,0	155,0	194,0	206,0	237,0	279,0	328,0
19,3	67,0	0,0	105,0	114,0	136,0	162,0	192,0	222,0	262,0	287,0	334,0
